base	base.harmony	change	derivative	derivative.harmony	harmony.sum	probability	[+low,+syllabic] ([-syllabic] ?)*$	[+high,+syllabic] ([-syllabic] ?)*$	[-low,+syllabic] ([-syllabic] ?)*$	[-high,+syllabic] ([-syllabic] ?)*$	[-back,+syllabic] ([-syllabic] ?)*$	[-syllabic] [-syllabic]$	[-syllabic] [-syllabic] [-syllabic]	[-back,-syllabic,-lateral] [-syllabic]	^([-syllabic] ?)* ?[+syllabic] ?([-syllabic] ?)*$	[-syllabic,+son] [-syllabic,+son] [+syllabic]	[-syllabic,+son] [-syllabic,-son] [+syllabic]	[-syllabic,-son] [-syllabic,+son] [+syllabic]	[-syllabic,-son] [-syllabic,-son] [+syllabic]	[-syllabic] [-syllabic,+son] [-syllabic,+son] [+syllabic]	[-syllabic] [-syllabic,+son] [-syllabic,-son] [+syllabic]	[-syllabic] [-syllabic,-son] [-syllabic,+son] [+syllabic]	[-syllabic] [-syllabic,-son] [-syllabic,-son] [+syllabic]	[+low,+syllabic] ([-syllabic] ?)*$	[+high,+syllabic] ([-syllabic] ?)*$	[-low,+syllabic] ([-syllabic] ?)*$	[-high,+syllabic] ([-syllabic] ?)*$	[-back,+syllabic] ([-syllabic] ?)*$	[-syllabic] [-syllabic]$	[-syllabic] [-syllabic] [-syllabic]	[-back,-syllabic,-lateral] [-syllabic]	^([-syllabic] ?)* ?[+syllabic] ?([-syllabic] ?)*$	[-syllabic,+son] [-syllabic,+son] [+syllabic]	[-syllabic,+son] [-syllabic,-son] [+syllabic]	[-syllabic,-son] [-syllabic,+son] [+syllabic]	[-syllabic,-son] [-syllabic,-son] [+syllabic]	[-syllabic] [-syllabic,+son] [-syllabic,+son] [+syllabic]	[-syllabic] [-syllabic,+son] [-syllabic,-son] [+syllabic]	[-syllabic] [-syllabic,-son] [-syllabic,+son] [+syllabic]	[-syllabic] [-syllabic,-son] [-syllabic,-son] [+syllabic]	F: Ident [back]
		Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]					-1.3405860571877677	-3.7472226026017807	0	0	0	0	-0.036129041686355716	0	-0.010462151098244669	-0.015938053174360887	-0.020589727185237272	-0.012225301153593826	-0.003987425749695376	0	-0.0018713948236249345	0	-0.004938168529828332	0	0	0	0	0	0	-0.6604797370766223	0	-0.03854025195326371	-0.06446594331885164	0	-0.02058019324112777	0	-0.022470894024878597	-0.06789435052178272	0	0	-0.2131846581798432
		Insert [a] at -1, Delete 1 segment at last nucleus					-3.54715822261562	-6.663600869851556	-0.00296969578686158	0	-1.061663683595879	-4.136603079508319	-0.08560153567833668	-0.06367133250571061	-0.014484976293864398	-0.0074680347348854495	-0.04469565053354198	-0.060654805558489885	-0.05230966105232167	-0.001928479322663952	-0.0009311178451652732	0	-0.009091655918754694	0	0	0	0	0	0	-0.851774867210477	-1.129982590886077	-0.05901903166393378	-0.177844024012007	-0.22800396006869905	-0.10719299013683492	0	-0.03196806041495292	-0.06596854217127988	0	0	0
		Insert [a] at -1					0	0	-2.278193289391591	-2.406301174707867	-0.2022257718278834	0	0	-0.12669702634696647	0	-0.005067032796928685	0	0	0	-0.0011432458822706625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0031885456059652425	0	0	0	0
							GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP
b o d	-0.017	Insert [a] at -1, Delete 1 segment at last nucleus	b d a	-0.059	-0.076	0.4908361999050724	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
b o d	-4.684	Insert [a] at -1	b o d a	0	-4.684	0.004894491881672355	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gj i b o d	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	gj i b d a	0	0	0.49844324524194517	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gj i b o d	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	gj i b d a	0	-0.003	0.49695015625950956	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gj i b o d	-4.684	Insert [a] at -1	gj i b o d a	0	-4.684	0.004606598498545228	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s u b o d	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	s u b d a	0	0	0.49844324524194517	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
s u b o d	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	s u b d a	0	-0.003	0.49695015625950956	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
s u b o d	-4.684	Insert [a] at -1	s u b o d a	0	-4.684	0.004606598498545228	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r a b o d	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	r a b d a	0	0	0.49844324524194517	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
r a b o d	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	r a b d a	0	-0.003	0.49695015625950956	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
r a b o d	-4.684	Insert [a] at -1	r a b o d a	0	-4.684	0.004606598498545228	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bj e d b	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	bj o d b a	-0.213	-0.223	0.9897951415122548	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
bj e d b	-4.887	Insert [a] at -1	bj e d b a	0	-4.887	0.00933245391757387	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
bj e d b	-5.216	Insert [a] at -1, Delete 1 segment at last nucleus	bj d b a	-2.041	-7.257	0.0008724045701713169	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0
b d o b	-0.014	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b d b a	-0.699	-0.713	0.5606127968035208	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
b d o b	-0.07	Insert [a] at -1, Delete 1 segment at last nucleus	b d b a	-0.911	-0.9810000000000001	0.42881709046085187	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
b d o b	-4.684	Insert [a] at -1	b d o b a	0	-4.684	0.010570112735627392	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b dj e b	-0.014	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b d b a	-0.912	-0.926	0.9063789770085643	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1
b dj e b	-1.131	Insert [a] at -1, Delete 1 segment at last nucleus	b dj b a	-2.269	-3.4000000000000004	0.07635988673091376	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0
b dj e b	-4.887	Insert [a] at -1	b dj e b a	0	-4.887	0.01726113626052207	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
n u bj e d b	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	n u bj o d b a	-0.213	-0.213	0.989829983683356	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
n u bj e d b	-4.887	Insert [a] at -1	n u bj e d b a	0	-4.887	0.009239919696192297	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
n u bj e d b	-5.201	Insert [a] at -1, Delete 1 segment at last nucleus	n u bj d b a	-1.982	-7.183	0.0009300966204517607	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0
b o d v	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b o d v a	-0.021	-0.031	0.984848310576149	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
b o d v	-4.684	Insert [a] at -1	b o d v a	0	-4.684	0.009388519658104597	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
b o d v	-4.154	Insert [a] at -1, Delete 1 segment at last nucleus	b d v a	-1.018	-5.172	0.005763169765746479	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
r u b o d v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	r u b o d v a	-0.021	-0.021	0.9845713079541821	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
r u b o d v	-4.684	Insert [a] at -1	r u b o d v a	0	-4.684	0.009292487946667679	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
r u b o d v	-4.14	Insert [a] at -1, Delete 1 segment at last nucleus	r u b d v a	-0.959	-5.098999999999999	0.006136204099150211	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
m u b d o v	-0.004	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	m u b d v a	-0.681	-0.685	0.57538161394369	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
m u b d o v	-0.055	Insert [a] at -1, Delete 1 segment at last nucleus	m u b d v a	-0.959	-1.014	0.41406936043923837	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
m u b d o v	-4.684	Insert [a] at -1	m u b d o v a	0	-4.684	0.010549025617071677	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b a b dj e v	-0.004	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b a b d v a	-0.894	-0.898	0.9076382804830652	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1
b a b dj e v	-1.117	Insert [a] at -1, Delete 1 segment at last nucleus	b a b dj v a	-2.267	-3.384	0.07555387135675702	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0
b a b dj e v	-4.887	Insert [a] at -1	b a b dj e v a	0	-4.887	0.016807848160177725	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
bj e d v	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	bj o d v a	-0.234	-0.24400000000000002	0.9896702820871852	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
bj e d v	-4.887	Insert [a] at -1	bj e d v a	0	-4.887	0.009529305494087007	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
bj e d v	-5.216	Insert [a] at -1, Delete 1 segment at last nucleus	bj d v a	-2.148	-7.364000000000001	0.000800412418727735	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0
b d o v	-0.014	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b d v a	-0.72	-0.734	0.5810137480838549	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
b d o v	-0.07	Insert [a] at -1, Delete 1 segment at last nucleus	b d v a	-1.018	-1.088	0.4077990054693908	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
b d o v	-4.684	Insert [a] at -1	b d o v a	0	-4.684	0.011187246446754404	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
sh u b d o v	-0.004	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	sh u b d v a	-0.681	-0.685	0.57538161394369	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
sh u b d o v	-0.055	Insert [a] at -1, Delete 1 segment at last nucleus	sh u b d v a	-0.959	-1.014	0.41406936043923837	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
sh u b d o v	-4.684	Insert [a] at -1	sh u b d o v a	0	-4.684	0.010549025617071677	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b d o z	-0.014	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b d z a	-0.699	-0.713	0.5606127968035208	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
b d o z	-0.07	Insert [a] at -1, Delete 1 segment at last nucleus	b d z a	-0.911	-0.9810000000000001	0.42881709046085187	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
b d o z	-4.684	Insert [a] at -1	b d o z a	0	-4.684	0.010570112735627392	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
r u b dj e z	-0.004	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	r u b d z a	-0.874	-0.878	0.9053612643509371	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1
r u b dj e z	-1.117	Insert [a] at -1, Delete 1 segment at last nucleus	r u b dj z a	-2.21	-3.327	0.07820503652548519	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0
r u b dj e z	-4.887	Insert [a] at -1	r u b dj e z a	0	-4.887	0.016433699123577762	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b d o z	-0.014	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b d z a	-0.699	-0.713	0.5606127968035208	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
b d o z	-0.07	Insert [a] at -1, Delete 1 segment at last nucleus	b d z a	-0.911	-0.9810000000000001	0.42881709046085187	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
b d o z	-4.684	Insert [a] at -1	b d o z a	0	-4.684	0.010570112735627392	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b dj e z	-0.014	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b d z a	-0.912	-0.926	0.9063789770085643	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1
b dj e z	-1.131	Insert [a] at -1, Delete 1 segment at last nucleus	b dj z a	-2.269	-3.4000000000000004	0.07635988673091376	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0
b dj e z	-4.887	Insert [a] at -1	b dj e z a	0	-4.887	0.01726113626052207	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
bj e d z	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	bj o d z a	-0.213	-0.223	0.9897951415122548	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
bj e d z	-4.887	Insert [a] at -1	bj e d z a	0	-4.887	0.00933245391757387	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
bj e d z	-5.216	Insert [a] at -1, Delete 1 segment at last nucleus	bj d z a	-2.041	-7.257	0.0008724045701713169	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0
b dj e z	-0.014	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b d z a	-0.912	-0.926	0.9063789770085643	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1
b dj e z	-1.131	Insert [a] at -1, Delete 1 segment at last nucleus	b dj z a	-2.269	-3.4000000000000004	0.07635988673091376	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0
b dj e z	-4.887	Insert [a] at -1	b dj e z a	0	-4.887	0.01726113626052207	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
bj e d z	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	bj o d z a	-0.213	-0.223	0.9897951415122548	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
bj e d z	-4.887	Insert [a] at -1	bj e d z a	0	-4.887	0.00933245391757387	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
bj e d z	-5.216	Insert [a] at -1, Delete 1 segment at last nucleus	bj d z a	-2.041	-7.257	0.0008724045701713169	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0
b dj e z	-0.014	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b d z a	-0.912	-0.926	0.9063789770085643	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1
b dj e z	-1.131	Insert [a] at -1, Delete 1 segment at last nucleus	b dj z a	-2.269	-3.4000000000000004	0.07635988673091376	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0
b dj e z	-4.887	Insert [a] at -1	b dj e z a	0	-4.887	0.01726113626052207	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b u bj e d r	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b u bj o d r a	-0.234	-0.234	0.9897117678325555	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
b u bj e d r	-4.887	Insert [a] at -1	b u bj e d r a	0	-4.887	0.009434882802121583	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
b u bj e d r	-5.201	Insert [a] at -1, Delete 1 segment at last nucleus	b u bj d r a	-2.089	-7.289999999999999	0.0008533493653228806	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0
zh u b o d r	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh u b o d r a	-0.021	-0.021	0.9845713079541821	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
zh u b o d r	-4.684	Insert [a] at -1	zh u b o d r a	0	-4.684	0.009292487946667679	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
zh u b o d r	-4.14	Insert [a] at -1, Delete 1 segment at last nucleus	zh u b d r a	-0.959	-5.098999999999999	0.006136204099150211	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
kj i bj e d r	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	kj i bj o d r a	-0.234	-0.234	0.9897117678325555	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
kj i bj e d r	-4.887	Insert [a] at -1	kj i bj e d r a	0	-4.887	0.009434882802121583	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
kj i bj e d r	-5.201	Insert [a] at -1, Delete 1 segment at last nucleus	kj i bj d r a	-2.089	-7.289999999999999	0.0008533493653228806	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0
b d o r	-0.014	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b d r a	-0.72	-0.734	0.5810137480838549	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
b d o r	-0.07	Insert [a] at -1, Delete 1 segment at last nucleus	b d r a	-1.018	-1.088	0.4077990054693908	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
b d o r	-4.684	Insert [a] at -1	b d o r a	0	-4.684	0.011187246446754404	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
sh u b dj e r	-0.004	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	sh u b d r a	-0.894	-0.898	0.9076382804830652	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1
sh u b dj e r	-1.117	Insert [a] at -1, Delete 1 segment at last nucleus	sh u b dj r a	-2.267	-3.384	0.07555387135675702	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0
sh u b dj e r	-4.887	Insert [a] at -1	sh u b dj e r a	0	-4.887	0.016807848160177725	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b o d r	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b o d r a	-0.021	-0.031	0.984848310576149	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
b o d r	-4.684	Insert [a] at -1	b o d r a	0	-4.684	0.009388519658104597	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
b o d r	-4.154	Insert [a] at -1, Delete 1 segment at last nucleus	b d r a	-1.018	-5.172	0.005763169765746479	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
gj e b	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	g b a	-0.252	-0.262	0.8953330340501191	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
gj e b	-1.079	Insert [a] at -1, Delete 1 segment at last nucleus	gj b a	-1.417	-2.496	0.09588942974187789	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0
gj e b	-4.887	Insert [a] at -1	gj e b a	0	-4.887	0.008777536208003088	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g o b	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	g b a	-0.039	-0.049	0.5042693082132552	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
g o b	-0.017	Insert [a] at -1, Delete 1 segment at last nucleus	g b a	-0.059	-0.076	0.4908361999050724	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
g o b	-4.684	Insert [a] at -1	g o b a	0	-4.684	0.004894491881672355	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
