							GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP
A t U n gy E r	0	Insert [n e k] at -1	A t U n gy E r n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A c e r t	0	Insert [n a k] at -1	A c e r t n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A c e r t	0	Insert [n e k] at -1	A c e r t n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sz a k l o l l i r	0	Insert [n a k] at -1	sz a k l o l l i r n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sz a k l o l l i r	0	Insert [n e k] at -1	sz a k l o l l i r n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
s E n ny	0	Insert [n a k] at -1	s E n ny n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s E n ny	0	Insert [n e k] at -1	s E n ny n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u z e z z E s	0	Insert [n a k] at -1	u z e z z E s n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u z e z z E s	0	Insert [n e k] at -1	u z e z z E s n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sz a p e g E ny	0	Insert [n a k] at -1	sz a p e g E ny n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sz a p e g E ny	0	Insert [n e k] at -1	sz a p e g E ny n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k E	0	Insert [n a k] at -1	k E n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k E	0	Insert [n e k] at -1	k E n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
j A r O d i l l	0	Insert [n a k] at -1	j A r O d i l l n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
j A r O d i l l	0	Insert [n e k] at -1	j A r O d i l l n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
t e g	0	Insert [n a k] at -1	t e g n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t e g	0	Insert [n e k] at -1	t e g n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ny A m p i s	0	Insert [n a k] at -1	ny A m p i s n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ny A m p i s	0	Insert [n e k] at -1	ny A m p i s n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A l a m b E	0	Insert [n a k] at -1	A l a m b E n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A l a m b E	0	Insert [n e k] at -1	A l a m b E n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
t e s	0	Insert [n a k] at -1	t e s n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t e s	0	Insert [n e k] at -1	t e s n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t A l v e d i n s	0	Insert [n a k] at -1	t A l v e d i n s n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t A l v e d i n s	0	Insert [n e k] at -1	t A l v e d i n s n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
p a t i n s	0	Insert [n a k] at -1	p a t i n s n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p a t i n s	0	Insert [n e k] at -1	p a t i n s n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
t A ny e m	0	Insert [n a k] at -1	t A ny e m n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t A ny e m	0	Insert [n e k] at -1	t A ny e m n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
r e r n	0	Insert [n a k] at -1	r e r n n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r e r n	0	Insert [n e k] at -1	r e r n n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o r b A m b e s	0	Insert [n a k] at -1	o r b A m b e s n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o r b A m b e s	0	Insert [n e k] at -1	o r b A m b e s n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
O s E s sz e r	0	Insert [n a k] at -1	O s E s sz e r n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O s E s sz e r	0	Insert [n e k] at -1	O s E s sz e r n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
s o r t e k	0	Insert [n a k] at -1	s o r t e k n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s o r t e k	0	Insert [n e k] at -1	s o r t e k n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
r a ny E s I r	0	Insert [n a k] at -1	r a ny E s I r n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r a ny E s I r	0	Insert [n e k] at -1	r a ny E s I r n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
n e n d	0	Insert [n a k] at -1	n e n d n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n e n d	0	Insert [n e k] at -1	n e n d n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r o ny t e b b	0	Insert [n a k] at -1	r o ny t e b b n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r o ny t e b b	0	Insert [n e k] at -1	r o ny t e b b n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
p a n t e t t	0	Insert [n a k] at -1	p a n t e t t n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p a n t e t t	0	Insert [n e k] at -1	p a n t e t t n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
o r z E s	0	Insert [n a k] at -1	o r z E s n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o r z E s	0	Insert [n e k] at -1	o r z E s n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k a l u b e n z	0	Insert [n a k] at -1	k a l u b e n z n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k a l u b e n z	0	Insert [n e k] at -1	k a l u b e n z n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
t E r k	0	Insert [n a k] at -1	t E r k n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t E r k	0	Insert [n e k] at -1	t E r k n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A p i s	0	Insert [n a k] at -1	A p i s n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A p i s	0	Insert [n e k] at -1	A p i s n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
o r k i t t	0	Insert [n a k] at -1	o r k i t t n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o r k i t t	0	Insert [n e k] at -1	o r k i t t n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
p l I s	0	Insert [n a k] at -1	p l I s n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p l I s	0	Insert [n e k] at -1	p l I s n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v o g a ny i m b	0	Insert [n a k] at -1	v o g a ny i m b n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v o g a ny i m b	0	Insert [n e k] at -1	v o g a ny i m b n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k o n e s	0	Insert [n a k] at -1	k o n e s n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k o n e s	0	Insert [n e k] at -1	k o n e s n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
E m	0	Insert [n a k] at -1	E m n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E m	0	Insert [n e k] at -1	E m n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v i m	0	Insert [n a k] at -1	v i m n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v i m	0	Insert [n e k] at -1	v i m n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b e r sz t	0	Insert [n a k] at -1	b e r sz t n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b e r sz t	0	Insert [n e k] at -1	b e r sz t n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
j O m o gy E ny	0	Insert [n a k] at -1	j O m o gy E ny n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
j O m o gy E ny	0	Insert [n e k] at -1	j O m o gy E ny n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A m i z l i s	0	Insert [n a k] at -1	A m i z l i s n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A m i z l i s	0	Insert [n e k] at -1	A m i z l i s n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
t U r g o g E	0	Insert [n a k] at -1	t U r g o g E n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t U r g o g E	0	Insert [n e k] at -1	t U r g o g E n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
p l E s t	0	Insert [n a k] at -1	p l E s t n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p l E s t	0	Insert [n e k] at -1	p l E s t n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o t i t t	0	Insert [n a k] at -1	o t i t t n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o t i t t	0	Insert [n e k] at -1	o t i t t n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A g i ny	0	Insert [n a k] at -1	A g i ny n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A g i ny	0	Insert [n e k] at -1	A g i ny n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
t u ly z a l m e b b	0	Insert [n a k] at -1	t u ly z a l m e b b n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t u ly z a l m e b b	0	Insert [n e k] at -1	t u ly z a l m e b b n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
l O r i n d	0	Insert [n a k] at -1	l O r i n d n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
l O r i n d	0	Insert [n e k] at -1	l O r i n d n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
f A r s e r	0	Insert [n a k] at -1	f A r s e r n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f A r s e r	0	Insert [n e k] at -1	f A r s e r n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sz o r o m i m	0	Insert [n a k] at -1	sz o r o m i m n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sz o r o m i m	0	Insert [n e k] at -1	sz o r o m i m n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m o sz t a k s p i p	0	Insert [n a k] at -1	m o sz t a k s p i p n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m o sz t a k s p i p	0	Insert [n e k] at -1	m o sz t a k s p i p n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
i ny	0	Insert [n a k] at -1	i ny n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
i ny	0	Insert [n e k] at -1	i ny n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n i ny	0	Insert [n a k] at -1	n i ny n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n i ny	0	Insert [n e k] at -1	n i ny n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sz u s t A g E m	0	Insert [n a k] at -1	sz u s t A g E m n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sz u s t A g E m	0	Insert [n e k] at -1	sz u s t A g E m n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
v e j j	0	Insert [n a k] at -1	v e j j n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v e j j	0	Insert [n e k] at -1	v e j j n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k A s l e n	0	Insert [n a k] at -1	k A s l e n n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k A s l e n	0	Insert [n e k] at -1	k A s l e n n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d e m	0	Insert [n a k] at -1	d e m n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d e m	0	Insert [n e k] at -1	d e m n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h O r b A r d e m p	0	Insert [n a k] at -1	h O r b A r d e m p n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h O r b A r d e m p	0	Insert [n e k] at -1	h O r b A r d e m p n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
e g	0	Insert [n a k] at -1	e g n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e g	0	Insert [n e k] at -1	e g n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d e g	0	Insert [n a k] at -1	d e g n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d e g	0	Insert [n e k] at -1	d e g n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n I d t	0	Insert [n a k] at -1	n I d t n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n I d t	0	Insert [n e k] at -1	n I d t n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t a r d a d i k	0	Insert [n a k] at -1	t a r d a d i k n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t a r d a d i k	0	Insert [n e k] at -1	t a r d a d i k n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m A m E s	0	Insert [n a k] at -1	m A m E s n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m A m E s	0	Insert [n e k] at -1	m A m E s n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
j u l m e b b	0	Insert [n a k] at -1	j u l m e b b n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
j u l m e b b	0	Insert [n e k] at -1	j u l m e b b n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
v o s e n	0	Insert [n a k] at -1	v o s e n n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v o s e n	0	Insert [n e k] at -1	v o s e n n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
b E p	0	Insert [n a k] at -1	b E p n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b E p	0	Insert [n e k] at -1	b E p n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f e ny	0	Insert [n a k] at -1	f e ny n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f e ny	0	Insert [n e k] at -1	f e ny n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b a n cs n e m e r	0	Insert [n a k] at -1	b a n cs n e m e r n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b a n cs n e m e r	0	Insert [n e k] at -1	b a n cs n e m e r n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A k a p e l p	0	Insert [n a k] at -1	A k a p e l p n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A k a p e l p	0	Insert [n e k] at -1	A k a p e l p n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
zs o p e k s e s	0	Insert [n a k] at -1	zs o p e k s e s n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zs o p e k s e s	0	Insert [n e k] at -1	zs o p e k s e s n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
l E m	0	Insert [n a k] at -1	l E m n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
